time,temperature
18:50:30,106.74

18:50:31,106.25

18:50:32,106.25

18:50:33,107.23

18:50:34,107.23

18:50:35,106.74

18:50:36,106.74

18:50:37,107.23

18:50:38,106.74

18:50:39,107.23

18:50:40,107.23

18:50:41,106.74

18:50:42,106.74

18:50:43,106.25

18:50:44,106.74

18:50:45,107.23

18:50:46,106.74

18:50:47,106.74

18:50:48,107.23

18:50:49,107.23

18:50:50,107.23

18:50:51,107.23

18:50:52,107.71

18:50:53,108.20

18:50:54,107.23

18:50:55,107.71

18:50:56,107.71

18:50:57,107.23

18:50:58,107.23

18:50:59,108.20

18:51:00,106.74

18:51:01,106.74

18:51:02,107.23

18:51:03,107.23

18:51:04,107.71

18:51:05,107.71

18:51:06,107.23

18:51:07,107.23

18:51:08,107.23

18:51:09,107.23

18:51:10,105.76

18:51:11,106.74

18:51:12,107.23

18:51:13,107.71

18:51:14,107.71

18:51:15,107.71

18:51:16,107.23

18:51:17,106.74

18:51:18,107.71

18:51:19,107.23

18:51:20,107.71

18:51:21,107.71

18:51:22,107.23

18:51:23,107.71

18:51:24,107.71

18:51:25,107.23

18:51:26,107.23

18:51:27,107.23

18:51:28,106.74

18:51:29,106.74

18:51:30,107.23

18:51:31,109.18

18:51:32,107.71

18:51:33,107.23

18:51:34,106.25

18:51:35,106.74

18:51:36,107.23

18:51:37,107.71

18:51:38,107.23

18:51:39,107.23

18:51:40,106.25

18:51:41,106.25

18:51:42,107.23

18:51:43,107.23

18:51:44,107.23

18:51:45,107.71

18:51:46,107.23

18:51:47,106.74

18:51:48,107.23

18:51:49,107.23

18:51:50,106.74

18:51:51,107.23

18:51:52,107.23

18:51:53,107.23

18:51:54,107.23

18:51:55,106.25

18:51:56,106.74

18:51:57,107.23

18:51:58,107.23

18:51:59,106.25

18:52:00,106.74

18:52:01,107.23

18:52:02,106.74

18:52:03,106.74

18:52:04,107.23

18:52:05,106.25

18:52:06,106.25

18:52:07,106.74

18:52:08,107.23

18:52:09,106.74

18:52:10,106.74

18:52:11,107.23

18:52:12,106.25

18:52:13,106.74

18:52:14,106.25

18:52:15,106.74

18:52:16,106.74

18:52:17,107.23

18:52:18,107.23

18:52:19,107.23

18:52:20,106.25

18:52:21,107.23

18:52:22,106.74

18:52:23,107.23

18:52:24,106.25

18:52:25,107.23

18:52:26,106.74

18:52:27,107.23

18:52:28,107.23

18:52:29,106.74

18:52:30,106.74

18:52:31,106.25

18:52:32,107.23

18:52:33,107.71

18:52:34,105.76

18:52:35,106.74

18:52:36,107.23

18:52:37,106.74

18:52:38,107.71

18:52:39,106.25

18:52:40,106.74

18:52:41,107.71

18:52:42,107.71

18:52:43,106.74

18:52:44,107.23

18:52:45,105.76

18:52:46,108.20

18:52:47,107.71

18:52:48,107.71

18:52:49,107.71

18:52:50,107.71

18:52:51,107.23

18:52:52,107.71

18:52:53,107.71

18:52:54,107.71

18:52:55,107.71

18:52:56,107.23

18:52:57,107.23

18:52:58,106.74

18:52:59,106.74

18:53:00,106.74

18:53:01,107.23

18:53:02,107.23

18:53:03,107.23

18:53:04,107.23

18:53:05,108.20

18:53:06,107.23

18:53:07,107.23

18:53:08,106.74

18:53:09,107.23

18:53:10,107.23

18:53:11,107.71

18:53:12,106.74

18:53:13,107.23

18:53:14,107.23

18:53:15,107.23

18:53:16,107.23

18:53:17,106.25

18:53:18,107.23

18:53:19,107.23

18:53:20,107.23

18:53:21,107.23

18:53:22,106.25

18:53:23,106.74

18:53:24,107.23

18:53:25,106.25

18:53:26,107.23

18:53:27,107.23

18:53:28,106.74

18:53:29,106.74

18:53:30,107.23

18:53:31,106.25

18:53:32,107.23

18:53:33,105.27

18:53:34,106.74

18:53:35,107.23

18:53:36,107.23

18:53:37,106.74

18:53:38,106.25

18:53:39,106.74

18:53:40,107.23

18:53:41,107.23

18:53:42,106.25

18:53:43,107.23

18:53:44,106.74

18:53:45,106.74

18:53:46,107.23

18:53:47,107.23

18:53:48,106.74

18:53:49,107.23

18:53:50,107.23

18:53:51,107.23

18:53:52,107.23

18:53:53,106.74

18:53:54,107.23

18:53:55,107.23

18:53:56,107.23

18:53:57,107.23

18:53:58,106.25

18:53:59,107.23

18:54:00,107.23

18:54:01,106.74

18:54:02,107.23

18:54:03,107.23

18:54:04,106.74

18:54:05,107.23

18:54:06,107.23

18:54:07,107.23

18:54:08,107.23

18:54:09,106.74

18:54:10,106.74

18:54:11,107.23

18:54:12,107.23

18:54:13,106.74

18:54:14,106.25

18:54:15,106.74

18:54:16,106.74

18:54:17,107.23

18:54:18,105.27

18:54:19,107.23

18:54:20,105.27

18:54:21,106.74

18:54:22,107.23

18:54:23,107.23

18:54:24,106.74

18:54:25,107.23

18:54:26,106.25

18:54:27,106.74

18:54:28,107.23

18:54:29,107.23

18:54:30,106.25

18:54:31,106.74

18:54:32,107.23

18:54:33,106.74

18:54:34,106.74

18:54:35,106.25

18:54:36,105.76

18:54:37,107.23

18:54:38,106.74

18:54:39,106.74

18:54:40,106.74

18:54:41,106.25

18:54:42,106.74

18:54:43,107.23

18:54:44,106.25

18:54:45,106.74

18:54:46,106.25

18:54:47,106.74

18:54:48,106.74

18:54:49,105.27

18:54:50,106.74

18:54:51,106.25

18:54:52,106.25

18:54:53,106.74

18:54:54,106.25

18:54:55,106.74

18:54:56,106.74

18:54:57,106.74

18:54:58,106.74

18:54:59,105.76

18:55:00,106.74

18:55:01,106.74

18:55:02,106.25

18:55:03,106.74

18:55:04,107.23

18:55:05,106.74

18:55:06,106.74

18:55:07,106.74

18:55:08,106.74

18:55:09,106.25

18:55:10,106.74

18:55:11,106.74

18:55:12,107.23

18:55:13,106.74

18:55:14,106.74

18:55:15,106.74

18:55:16,106.74

18:55:17,106.25

18:55:18,106.74

18:55:19,106.25

18:55:20,106.74

18:55:21,106.74

18:55:22,106.74

18:55:23,106.74

18:55:24,105.76

18:55:25,106.74

18:55:26,106.25

18:55:27,106.74

18:55:28,106.74

18:55:29,108.20

18:55:30,106.74

18:55:31,105.76

18:55:32,106.74

18:55:33,106.74

18:55:34,106.25

18:55:35,106.74

18:55:36,106.74

18:55:37,106.74

18:55:38,105.27

18:55:39,106.25

18:55:40,106.74

18:55:41,106.74

18:55:42,106.74

18:55:43,106.74

18:55:44,105.76

18:55:45,106.74

18:55:46,107.23

18:55:47,106.25

18:55:48,107.23

